artist_name,release_date,genre,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,sadness,feelings,topic
209,1953,4,79,0.001253133,0.060213629,0.001253133,0.3230772961584687,0.001253133,0.001253133,0.1051637478109688,0.001253133,0.089848805,0.2608284151445135,0.001253133,0.086128353,0.038309609,0.001253133,0.022645683,4
1597,1954,4,99,0.000692521,0.3311937227324569,0.056431037,0.081606972,0.000692521,0.000692521,0.000692521,0.160808659,0.000692521,0.000692521,0.000692521,0.020491898,0.028728578,0.1255612083244321,0.079003948,2
267,1954,4,20,0.046403681,0.002631579,0.002631579,0.056575012,0.002631579,0.002631579,0.3022281406364407,0.2737548728428374,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,7
592,1954,4,46,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.3229669493884643,0.001461988,0.2551670520650044,0.001461988,0.3130895205076863,0.001461988,10
1866,1954,4,64,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.3784025745856744,0.3706351081284882,0.1153151796447296,0.002392345,0.002392345,0.002392345,10
1866,1954,4,112,0.001644737,0.3759042899935524,0.1722987864727136,0.001644737,0.001644737,0.042935621,0.062363615,0.001644737,0.001644737,0.001644737,0.2386175289246446,0.001644737,0.001644737,0.001644737,0.001644737,2
51,1954,4,73,0.1670886179902593,0.219531207,0.067068311,0.000993049,0.000993049,0.065333417,0.064396613,0.075847965,0.3288172849785105,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,9
1597,1955,4,59,0.002105263,0.3258093603694923,0.221627554,0.002105264,0.002105263,0.002105263,0.1178566640341828,0.002105263,0.002105263,0.1524720074203089,0.002105263,0.002105263,0.059133237,0.095732755,0.002105263,2
458,1955,4,156,0.000611995,0.000611995,0.000611995,0.000611995,0.012722942,0.000611995,0.000611995,0.000611995,0.000611995,0.3586189801726805,0.1732992013002341,0.013151242,0.000611995,0.000611995,0.000611995,10
458,1956,4,103,0.00122399,0.00122399,0.00122399,0.4004640906861412,0.00122399,0.104720025,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.077885006,0.1163055694708755,0.00122399,0.04650886,4
1866,1956,4,37,0.001644737,0.001644737,0.001644737,0.3521254330057736,0.117735356,0.001644737,0.1462082222475888,0.001644737,0.001644737,0.001644737,0.001644737,0.2090899615997924,0.001644737,0.091202451,0.062256997,4
1866,1956,4,78,0.00122399,0.00122399,0.162519432,0.00122399,0.00122399,0.00122399,0.2217049931948952,0.00122399,0.028103081,0.00122399,0.067357673,0.1202079488624814,0.00122399,0.384194999,0.00122399,14
1866,1956,4,92,0.000822368,0.031875724,0.000822368,0.000822368,0.054283573,0.096892692,0.000822368,0.000822368,0.4166150616589449,0.1095565709283021,0.2570208488796823,0.000822368,0.000822368,0.000822368,0.000822369,9
1866,1956,4,88,0.000892061,0.6060733234695204,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.3557758671830705,0.023877839,0.000892061,0.000892061,0.000892061,2
1597,1956,4,71,0.000892061,0.000892061,0.4124483614067454,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.040240281,0.000892061,0.1271340529169599,0.1466571681705576,0.064837919,0.000892061,0.000892061,3
1816,1957,4,38,0.001879699,0.5317551269666365,0.0018797,0.1714953928817781,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,2
1866,1957,4,42,0.002192982,0.002192983,0.002192983,0.002192983,0.002192982,0.002192983,0.4510826049339411,0.4218029959098429,0.002192983,0.002192983,0.002192983,0.092026678,0.002192982,0.002192983,0.002192982,7
1866,1957,4,88,0.001096491,0.060288205,0.4229631801666036,0.001096491,0.001096491,0.4778308933945334,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,3
485,1957,4,44,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.050800297,0.1504463006655464,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.4614069859158885,0.044316375,14
1373,1957,4,25,0.061748393,0.002105263,0.002105263,0.1739508464514844,0.002105263,0.044231865,0.4883457300011957,0.002105263,0.002105263,0.002105263,0.002105263,0.002105264,0.002105263,0.002105263,0.002105263,7
1373,1957,4,18,0.005263158,0.005263158,0.386018503,0.2826692816571459,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.2471016873150343,0.005263158,0.005263158,0.005263158,3
1866,1957,4,54,0.001594896,0.001594896,0.1491878694053191,0.001594896,0.001594897,0.1220230035610602,0.001594897,0.001594896,0.001594896,0.1779369735034722,0.001594896,0.1729232098799948,0.001594896,0.3243764671431313,0.032818823,14
1866,1957,4,42,0.001949318,0.001949318,0.4953725441937937,0.0359685,0.1075868794567557,0.1321160437753087,0.038313424,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.1105611549574733,3
209,1957,4,40,0.001283697,0.001283697,0.001283697,0.1221144940342063,0.001283697,0.001283697,0.3148374360695862,0.001283697,0.001283697,0.1596742267705498,0.1008250010510692,0.001283697,0.001283697,0.2336975949953521,0.001283697,7
1373,1957,4,73,0.1665856108095688,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.4143059714294237,0.2565091386868667,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,7
1373,1957,4,39,0.1529861134499975,0.003759399,0.003759399,0.003759399,0.003759398,0.003759399,0.3002505899162079,0.4109768221326594,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759398,7
209,1957,4,36,0.002024291,0.002024292,0.3541260733482005,0.183738379,0.002024291,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.1559161413872046,0.1341365504206848,0.143742775,0.002024291,3
209,1957,4,56,0.001012146,0.001012146,0.3554726462608123,0.084520801,0.001012146,0.001012146,0.037045009,0.099801527,0.001012146,0.039817786,0.001012146,0.1543511538065015,0.0592614,0.1585960731419905,0.001012146,3
209,1957,4,29,0.073100523,0.002192983,0.062278158,0.002192982,0.002192982,0.002192982,0.307285799,0.002192983,0.002192983,0.002192983,0.002192983,0.1579243323761039,0.002192982,0.1587342379989891,0.002192982,7
1712,1957,4,109,0.1340857292644154,0.3788160276413716,0.000974659,0.047354963,0.000974659,0.092684174,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.1510275343899517,0.087490122,0.096845542,2
1373,1957,4,11,0.004385965,0.004385965,0.004385966,0.004385965,0.004385965,0.004385965,0.234068992,0.004385965,0.004385965,0.004385966,0.004385965,0.004385965,0.004385965,0.6276115407232756,0.004385965,14
209,1957,4,44,0.001697793,0.001697793,0.4591839257000807,0.001697793,0.001697793,0.001697793,0.074467823,0.001697793,0.001697793,0.2472037021641749,0.001697793,0.001697793,0.001697793,0.1936776549194921,0.001697793,3
1866,1957,4,95,0.000848897,0.000848897,0.000848896,0.000848896,0.000848896,0.000848896,0.034113361,0.2782128084871143,0.1559139699292766,0.030933198,0.1392036371088387,0.000848896,0.000848897,0.3308426573156505,0.000848896,14
1468,1957,4,72,0.048682784,0.000773994,0.000773994,0.430837711,0.000773994,0.000773994,0.0386434,0.061988202,0.000773994,0.048777881,0.1100576553031154,0.1380456625878629,0.000773994,0.000773994,0.000773994,4
1712,1958,4,120,0.000611995,0.5622664215975589,0.000611995,0.000611995,0.017189206,0.000611995,0.000611995,0.085515382,0.000611995,0.000611995,0.089242272,0.000611995,0.2228899564913543,0.014940825,0.000611995,2
1597,1958,4,40,0.032636145,0.001503759,0.001503759,0.001503759,0.001503759,0.06059012,0.281641995,0.001503759,0.00150376,0.088818036,0.00150376,0.001503759,0.001503759,0.4554865573007128,0.061278274,14
51,1958,4,42,0.00131579,0.00131579,0.3325263974662099,0.00131579,0.001315789,0.001315789,0.1753545513362706,0.00131579,0.00131579,0.032868793,0.00131579,0.00131579,0.00131579,0.4395134147121795,0.00131579,14
1597,1958,4,79,0.001169591,0.001169591,0.156222033,0.001169591,0.001169591,0.001169591,0.065172421,0.001169591,0.028101207,0.18185884,0.001169591,0.1193316564225837,0.061004063,0.3074748843458414,0.001169591,14
586,1958,4,23,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.3211859278623074,0.5316523794433929,0.002392345,0.1088841800940491,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,7
485,1958,4,22,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.4897213938742112,0.003289474,0.003289474,0.2564506014521355,0.003289474,0.003289476,0.003289474,0.1159908396788208,0.003289474,7
705,1958,4,32,0.001949318,0.001949318,0.3463806274700237,0.001949318,0.001949318,0.001949318,0.001949318,0.58341196,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,3
586,1958,4,62,0.000956938,0.000956938,0.000956938,0.3527412170901156,0.095798762,0.000956938,0.019309051,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,4
705,1958,4,40,0.00150376,0.001503759,0.147484176,0.7164797210265242,0.001503759,0.001503759,0.001503759,0.00150376,0.001503759,0.001503759,0.001503759,0.001503759,0.088180262,0.00150376,0.02529945,4
705,1958,4,39,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.1247684309293221,0.2688121675172054,0.001461988,0.09346445,0.001461988,0.001461988,0.001461988,0.001461988,0.4910251261215315,15
705,1958,4,22,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.6085380962232687,0.00228833,0.00228833,0.2148132201426502,0.00228833,0.00228833,0.00228833,0.00228833,0.089417222,7
1597,1958,4,46,0.1933166681362303,0.3232197004112204,0.1941478881935291,0.002024292,0.002024292,0.002024292,0.002024292,0.1474574318802858,0.002024292,0.002024292,0.002024292,0.06973403,0.045808491,0.002024292,0.002024292,2
705,1958,4,36,0.001461988,0.097070437,0.205548205,0.001461988,0.001461988,0.001461988,0.03362729,0.070331485,0.001461988,0.3488497315753681,0.001461988,0.001461988,0.001461988,0.1662962219443148,0.060732769,10
705,1958,4,22,0.002392345,0.002392345,0.002392345,0.6982620024940426,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.1436698527895485,0.002392345,0.002392345,0.002392344,0.061471125,0.002392345,4
705,1958,4,18,0.3958990068362459,0.003095975,0.003095975,0.003095975,0.003095975,0.1832917499833316,0.003095976,0.003095976,0.003095975,0.003095975,0.003095975,0.003095976,0.003095975,0.3333750270767278,0.040994586,14
705,1958,4,27,0.002024292,0.002024292,0.3847806695212057,0.002024292,0.002024291,0.002024292,0.2779150259198474,0.002024292,0.002024292,0.085963227,0.002024292,0.002024292,0.002024292,0.1805391275522994,0.002024291,3
1598,1958,4,42,0.040853212,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.4819592687581827,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.134850688,0.2883321706772324,0.001461988,7
705,1958,4,36,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.3115939580114764,0.1364166860496292,0.001754386,0.33523609,0.001754386,0.1602058748388128,0.001754386,0.001754386,0.001754386,10
705,1958,4,9,0.005847953,0.005847953,0.1461604170542436,0.005847953,0.005847953,0.005847953,0.7544243755561553,0.005847954,0.005847953,0.005847953,0.005847953,0.005847954,0.005847953,0.005847954,0.005847953,7
705,1958,4,17,0.5086729023464789,0.002923977,0.311697503,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.132845968,0.002923977,0.002923977,0.002923977,3
1597,1958,4,44,0.002192982,0.002192983,0.1549205490854373,0.002192983,0.002192982,0.002192982,0.105070959,0.002192983,0.002192983,0.1581769963715682,0.002192982,0.1905667145269534,0.039931578,0.3228244300687699,0.002192982,14
1597,1958,4,49,0.00228833,0.00228833,0.3194073299023627,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.2809504098974105,0.00228833,0.3630289859209887,0.00228833,0.00228833,0.00228833,3
1597,1958,4,45,0.1405527932210264,0.001503759,0.001503759,0.095717579,0.001503759,0.001503759,0.001503759,0.082112136,0.001503759,0.035432215,0.001503759,0.001503759,0.001503759,0.5483642931537351,0.001503759,14
1597,1958,4,31,0.002024292,0.002024292,0.002024292,0.1349034883411645,0.002024291,0.040654675,0.3191985606303928,0.002024292,0.002024292,0.121966636,0.002024292,0.2876092593780027,0.002024292,0.06935159,0.002024292,7
937,1959,4,44,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.05506979,0.001461988,0.05829798,0.001461988,0.4727595109438082,0.001461988,0.3919428933177343,0.001461988,14
1712,1959,4,33,0.002770083,0.5364324377331194,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.2967060896037385,0.056221791,0.002770083,0.002770083,2
653,1959,4,38,0.049291717,0.002392345,0.002392345,0.1933169519526211,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.195652428,0.002392345,0.002392345,0.002392345,0.4428408804840759,0.002392344,14
979,1959,4,39,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.2597388144760875,0.001949318,0.001949318,0.001949318,0.4071392479561416,0.001949318,0.1240761391647745,0.079434396,0.1023209533885443,0.001949318,10
979,1959,4,19,0.004784689,0.004784689,0.004784692,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.6380493630275006,0.004784689,0.280610919,0.004784689,0.004784689,0.004784689,10
979,1959,4,26,0.002631579,0.002631579,0.3800416420987011,0.002631579,0.002631579,0.1905653306216058,0.088805586,0.002631579,0.002631579,0.002631579,0.002631579,0.2245388717776014,0.03730497,0.002631579,0.044533072,3
1243,1959,4,72,0.068669112,0.000785546,0.000785546,0.021293326,0.093554574,0.000785546,0.07183755,0.1291261062878849,0.020753576,0.3045699593840004,0.000785546,0.000785546,0.000785546,0.2598436086551933,0.000785546,10
586,1959,4,32,0.002192982,0.002192983,0.002192983,0.30634892,0.002192982,0.079253911,0.002192983,0.002192983,0.002192982,0.002192983,0.002192982,0.127646433,0.002192982,0.4538559974083969,0.002192982,14
1243,1959,4,34,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.037434593,0.4652738867505785,0.049481177,0.001697793,0.001697793,0.046226863,0.001697793,0.3778143788515972,0.001697793,14
979,1959,4,48,0.002024292,0.002024292,0.1918483364231455,0.041428339,0.002024291,0.002024291,0.5367551245351833,0.002024292,0.002024292,0.002024292,0.002024292,0.1996038264164401,0.002024292,0.002024292,0.002024292,7
1243,1959,4,85,0.000923361,0.3677356685265542,0.092700584,0.000923361,0.000923361,0.000923361,0.000923361,0.1196242520407138,0.000923361,0.054322741,0.1144736647043552,0.000923361,0.056272649,0.063754025,0.000923361,2
1512,1959,4,44,0.267133849,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.319338299,0.001547988,0.001547988,0.001547988,0.001547988,0.1302159351582373,0.001547988,9
1512,1959,4,24,0.003095976,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.4051739815440864,0.003095975,0.003095975,0.2104918149852449,0.003095975,0.1873443570145914,0.003095975,0.1505502170301656,0.003095975,7
1512,1959,4,21,0.002392345,0.002392345,0.002392345,0.002392344,0.002392345,0.002392345,0.1027307281834422,0.124797294,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.5968345518904917,0.002392345,14
1243,1959,4,41,0.001547988,0.001547988,0.001547988,0.1180484878872838,0.001547988,0.001547988,0.1364655844929718,0.001547988,0.001547988,0.001547988,0.001547988,0.1358450222500942,0.001547988,0.4477302330693504,0.070249601,14
979,1959,4,44,0.001879699,0.001879699,0.001879699,0.071365119,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.3991437824751035,0.13978446,0.001879699,0.001879699,0.3197741286369396,0.001879699,10
1468,1959,4,50,0.001547988,0.001547988,0.001547988,0.1058397593317072,0.001547988,0.001547988,0.049551424,0.001547988,0.001547988,0.1484748530638401,0.001547988,0.1893505127930747,0.001547988,0.4851116232933067,0.001547988,14
586,1959,4,26,0.002392345,0.002392345,0.2714478490985755,0.002392345,0.002392345,0.048427252,0.3221010423526113,0.002392345,0.002392344,0.06904882,0.002392345,0.1383484635486345,0.002392345,0.1195260938093458,0.002392345,7
1243,1959,4,32,0.002024292,0.002024292,0.002024292,0.1349034883411645,0.002024291,0.040654675,0.3191985606303928,0.002024292,0.002024292,0.121966636,0.002024292,0.2876092593780027,0.002024292,0.06935159,0.002024292,7
1866,1959,4,91,0.000822368,0.031875724,0.000822368,0.000822368,0.054283573,0.096892692,0.000822368,0.000822368,0.4166150616589449,0.1095565709283021,0.2570208488796823,0.000822368,0.000822368,0.000822368,0.000822369,9
979,1959,4,32,0.002192982,0.002192982,0.002192983,0.002192983,0.002192983,0.002192982,0.3429407867192459,0.2240881043446787,0.002192983,0.002192982,0.002192983,0.3635895092378897,0.002192982,0.002192983,0.036486862,7
1468,1959,4,47,0.001503759,0.4419172029060011,0.001503759,0.021616152,0.001503759,0.001503759,0.001503759,0.1941145605947994,0.001503759,0.001503759,0.001503759,0.1192841877541093,0.001503759,0.1361165823981431,0.001503759,2
979,1959,4,44,0.001879699,0.001879699,0.4644036926339313,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.3916161099652834,0.001879699,0.1139050086759297,0.001879699,3
653,1959,4,33,0.3561068567058189,0.001879699,0.001879699,0.001879699,0.064598885,0.088514176,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.1055033236996444,0.001879699,0.3589609685916545,0.001879699,14
1243,1959,4,40,0.074653755,0.002392345,0.002392345,0.002392345,0.002392344,0.002392345,0.3043704493928696,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.4337760788015669,0.002392344,14
1866,1959,4,31,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.3826052794006472,0.5611770327036875,0.001697793,0.001697793,0.001697793,0.001697793,0.029053,10
586,1959,4,52,0.001814882,0.161923578,0.3652120299849243,0.001814882,0.001814882,0.085583026,0.001814882,0.061577275,0.001814882,0.001814882,0.2221955585610508,0.001814882,0.043327169,0.001814882,0.001814882,3
586,1959,4,55,0.001349528,0.4076986586601441,0.0913796,0.001349528,0.001349528,0.001349528,0.001349528,0.2506489216454559,0.001349528,0.001349528,0.001349528,0.054181385,0.001349528,0.001349528,0.1771980468579664,2
548,1959,4,60,0.3272288396130639,0.000907441,0.4069662322357073,0.000907441,0.038487765,0.000907441,0.032946609,0.000907441,0.000907441,0.055061162,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,3
586,1960,4,58,0.001949318,0.001949318,0.2482883179487084,0.001949318,0.001949318,0.1177922935055626,0.001949318,0.001949318,0.001949318,0.3662392052811362,0.001949318,0.1939225158184594,0.046467218,0.001949318,0.001949318,10
1512,1960,4,36,0.1134894947479403,0.001461988,0.001461988,0.3915411943821641,0.001461988,0.001461988,0.001461988,0.001461988,0.1029700086794681,0.1740006663264097,0.001461988,0.001461988,0.001461988,0.060537798,0.1384549890994576,4
1512,1960,4,45,0.4121677589489687,0.001169591,0.001169591,0.3169504333404088,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.050247224,4
677,1960,4,84,0.001096491,0.001096491,0.3153020077903896,0.3048470980844415,0.001096491,0.024330617,0.001096491,0.001096491,0.001096491,0.2378837355178185,0.001096491,0.1022856636094984,0.001096491,0.001096491,0.001096491,3
1866,1960,4,111,0.000572082,0.080604437,0.000572082,0.000572082,0.000572082,0.000572082,0.8375286040901381,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,7
586,1960,4,47,0.002105263,0.002105263,0.090628816,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.6523004453405572,0.002105263,0.002105263,0.076460116,0.002105263,0.002105263,0.002105263,9
979,1960,4,65,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.076805037,0.002631579,0.002631579,0.3121617947527484,0.002631579,0.002631579,0.002631579,0.1518897241795903,0.1010689942844911,10
1512,1960,4,64,0.001096491,0.001096491,0.001096491,0.001096491,0.041309622,0.001096491,0.001096491,0.3994612785668305,0.001096491,0.001096491,0.049438116,0.001096491,0.06753122,0.3170517583814337,0.001096491,14
653,1960,4,28,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.4443039866593765,0.002923977,0.002923977,0.1979272531528972,0.002923977,0.1733108719739621,0.002923977,0.1405982382194644,0.002923977,7
653,1960,4,42,0.001461988,0.080535584,0.6137418050749966,0.2129498854606296,0.001461988,0.001461988,0.001461988,0.001461988,0.070842899,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461989,3
586,1960,4,97,0.000692521,0.000692521,0.1175546944696847,0.1645436795212982,0.019167104,0.000692521,0.000692521,0.000692521,0.000692521,0.037193279,0.038643128,0.000692521,0.027990138,0.000692521,0.5159748106458912,15
224,1960,4,43,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.093525386,0.001283697,0.001283697,0.5157546689190105,0.001283697,0.001283697,0.001283697,0.3701807915868753,0.001283697,10
1512,1960,4,32,0.002506266,0.002506266,0.002506266,0.1501088601543222,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.8072846226952562,0.002506266,14
224,1960,4,86,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.026312141,0.001385042,0.001385042,0.001385042,0.3633972835165357,0.001385042,0.095548442,0.001385042,0.001385042,0.001385042,10
1592,1960,4,56,0.057650022,0.001422475,0.3019610304580317,0.001422475,0.001422475,0.056098162,0.043534464,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.2318000494343557,0.051676546,3
1381,1960,4,38,0.001503759,0.001503759,0.6010035228451825,0.001503759,0.00150376,0.001503759,0.001503759,0.00150376,0.001503759,0.065211748,0.001503759,0.1436744921411741,0.063598052,0.1054595528588066,0.001503759,3
1592,1960,4,33,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.8071051450969914,0.001594896,0.001594896,0.1015307927286008,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,7
1512,1960,4,43,0.001697793,0.001697793,0.1590537503814266,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.6837186250466021,0.1300629374309695,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,9
653,1960,4,73,0.078018354,0.000862813,0.000862813,0.020734601,0.018177447,0.017911745,0.3166667656106317,0.1542665225952069,0.3323626294837187,0.000862813,0.000862813,0.000862813,0.000862813,0.000862813,0.000862813,9
1512,1960,4,35,0.1203258268461987,0.002024292,0.3399934495663737,0.002024292,0.002024291,0.002024292,0.120628725,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.06683498,0.1068046244928543,0.002024292,3
591,1960,4,39,0.001814882,0.3827606053250778,0.001814882,0.1512424949979143,0.098391089,0.001814882,0.1830323728225169,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.048854506,2
1243,1960,4,105,0.000762777,0.3642712012026742,0.2561330587630158,0.000762777,0.000762777,0.000762777,0.000762777,0.078829565,0.000762777,0.000762777,0.000762777,0.000762777,0.000762777,0.2745320234405106,0.01555528,2
1243,1960,4,49,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.2008576518532389,0.3069506356624844,0.001349528,0.036171675,0.001349528,0.062324866,0.001349528,0.3748017836461856,0.001349528,14
979,1960,4,54,0.001196172,0.001196172,0.4616189848039594,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.1215365416668963,0.001196172,0.001196172,0.001196172,0.2519172569698628,0.001196172,3
1243,1960,4,76,0.071719975,0.000711238,0.000711238,0.000711238,0.000711238,0.000711238,0.3950507547641215,0.000711238,0.000711238,0.021407365,0.000711238,0.000711238,0.000711238,0.000711238,0.000711238,7
653,1960,4,47,0.001253133,0.1456500265377458,0.061258175,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.1714856877093384,0.001253133,0.001253133,0.001253133,0.6028091168876524,0.001253133,14
